text,label,__index_level_0__
haha okay . i listen to british music because i enjoy all types of music,1,8544
  you are that special case that gets away with introducing an innocent child(you own) to hate. bravo,0,9394
"yes , i respect cows a lot . even named my black and white cat cow",1,5129
what instrument do you play ?,1,2008
 I can’t even listen to any of these idiotic Liberals. They all seem a brick short of a load.,1,8721
"oh , i know a lot about women studies ! i'm a women studies major , minor in music .",1,2605
         Her or someone similar..  PM me if you want to talk to JRM face to face btw,0,9679
 Get Violent?  Get?  As if the #Occupy #BlackLivesMatter #BaltimoreRiots #Ferguson #Antifa weren't all Democrat VIOLENCE,1,1774
nights are getting cooler . here comes winter and i hate all of that cold stuff .,0,14974
"when i can snag a role , i like working as an extra in movies and writing screenplays .",1,9082
how fancy . my husband went to school to be an engineer .,0,25457
i am well tired from hiking you ?,0,14563
  Awww  sad but relieved face  sad but relieved face  sad but relieved face  CUPCAKES SUCK IT UP. SHE LOST pouting face  pouting face  pouting face  pouting face  GET OVER IT  pouting face  pouting face  pouting face ,1,8457
    Oh wait now I get it. You two are ANTIFA!,0,6423
 liberals got to crap all over everything.,1,1313
oh that is okay . how long have you been playing basketball ?,1,5434
  I don't see that as racist though all I see is an undeserving overbearing crybaby throwing a Tantrum like only Serena Williams can pull off. Maybe she's the racist if that's all she sees.,1,12860
i think it would be interesting teaching kids . maybe i'll trying writing music for guitars .,1,9387
i like your style daniel . how do you feel about curly red hair though ?,0,15863
"no shirt , no shoes , no problem .",0,15446
 Inviting war criminals to Canada is what Parliament does when ever its requested by British military intelligence. I bet they told our Parliament to take in this latest batch of war criminals. You vote for this treason Omar URL,0,7039
  face with tears of joy  a What? You are Better then a futanary Work! You are real!,0,4457
  You are so correct the Democratic party for slavery and pro-nazi gun control,1,6761
"i'm doing great , just ate some lunch . i'm a foodie .",0,25391
oh wow . why would that bother her ? do you recycle btw ?,1,6318
hi there . did you read the news about the new outlet going in at the beach ?,0,24734
__SILENCE__,0,24543
what kind of package ? is it a gary numan cd ?,1,2542
" Ask Cruz why he blames tofu eating liberals"" for the influx of money into Texas after Houston just held a conference to woo investors from China in May. Texans must learn where that money is coming from and the reasons for the odd insults. URL  #transparency""",0,6312
is that your favorite color,0,21020
     if you are in a state with medical pot go get him some brownies or a tincture it will help.,0,10041
oh . . . my sister is gay not openly closet because of her career as an author .,1,13349
 That describes how I feel about the Liberals at any level,0,9091
"willie nelson , hank williams iii . . . . all the usual stuff . . . plus thrash metal from norway",0,20013
     I really hope you are a good man best of luck,0,10069
i've posters on my wall,0,27654
   You are happy your all friend.,0,6300
"no , my mom and dad are lawyers so i just shop alot !",0,27386
"no , linkin park is what i listen to",1,13238
i am a real good dancer and english teacher . you need a tutor .,0,23695
 No doubt progressive Nazi Antifa Liberal Democrats do.,0,4280
 my Kitty you know that I love you and you are always in my minds smiling face with heart-eyes  cat face  hugging face ,0,10683
  Do you hate him that much. He is OUR President.,1,12587
"With more than 80,000 reported cases of the disease, the viral outbreak continues to create uncertainty about future competitions, from track and field and Formula 1 to the ultimate global event, the 2020 Tokyo Olympics.",0,751
no i am to much of a nerd to be any good at them,0,15325
  Are u living in Gaza? Cos I don't think you are,0,2806
well you got yourself a deal then . get your brush ready .,0,25656
oh well that's bad,0,14522
" Tom Marvollo Riddle. Evan will lose his dick if he fucks around he knows it. Cause he is already after a lady""  She nods and looked at Evan.  Evan grins at her and stayed silent.  He did liked to fuck around but he knew he could not hurt his date""",1,10036
my mom is greek ! i hope you can find your parents .,0,26691
wow . i love military history . what branch ?,1,13770
halloween is my favorite holiday .,0,24219
 Bob is an old man living in the past. He has no idea what the working class has been through. Promises from both the Dems &amp; Rep career politicians with their expensive law degrees and never worked a day in their lives. It took  to finally listen and take action.,0,12852
   Oh-no benefits and employment goes up! See how it works yet?,0,2100
i've a weird fetish for the smell of leather,0,24838
 It’s funny. You’re claiming gun control will help the US yet you’re apparently on the south side which has been deemed “chiraq” lol...Chicago has the strictest gun laws yet the highest gun violence.,0,3052
"just my mom , but she's very busying painting .",1,813
"i live in portland , oregon .",0,24034
"hi , pam . wow , you are a mom . that is great .",1,3626
i'm good tired though . i'm pre law so i study alot,0,20969
 Hate speech. #MAGA DRAIN THE SWAMP,0,10358
/ #MaximeBernier supporters  not conservative enough.   We need to move to the right!!!  But Max says room for the NDP but not conservatives.  I don’t understand why thoughtful Conservatives aren’t calling out this hypocrisy.  I keep getting this meme   It’s a fraud. URL,0,12863
                                          Made it last night for you!  rolling on the floor laughing  rolling on the floor laughing  rolling on the floor laughing ,0,8542
   We’re so far beyond tax returns. This crap affects all Americans and liberals are too stupid to wake up and understand what’s really going on. Step aside. The adults are here to do it.,1,6728
"read 50 shades of gray , that is a book by a woman i do not like !",1,4042
lucky for you swimming burns lots of calories !,0,17392
 Don’t expect common sense from Liberals.,0,961
 Does one bring the other? #Sex #War See Penthouse magazine in the 's.  Sex followed by guns.,1,1587
    I love both of u but more jennifer as she is my first crush and love,0,6855
i just put on some classical music and a glass of wine tell me about it,1,9736
     Describing Myself in  fictional characters   ) O-Ren Ishii  ) Princess Aura ) Laura Palmer   Tagging  friends      ,0,3177
yes i do my little dog is so small tho,1,3065
ll . too funny . ugh its so noisy here . i live in the suburbs of atlanta .,0,18808
i don't know what that means . do you have a little girl like me ?,1,9406
 He's qualified.  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy ,0,834
nice i am fresh out of college just started a computer business,0,22813
                I got u all #MAGA #clearflynnNow,0,10985
"well , i'm a pastry chef . i'm really into baking cakes .",1,3518
 Foolish to think that,0,10536
                                                  LOL!! Same to you! Awe!  How’s it feel to want for the first time gimmie?!  Is that a new feeling for you?  Has mommy kept you on the tit all these years and now you don’t know how to fend for yourself?!,1,3152
     Only liberals can take an athlete berating an official and turn it into sexism and a sjw issue. Liberals ruin everything by putting politics into everything.,0,7849
i'm getting off . i don't like to talk much .,0,25361
i have prius while hiking up a mountain,0,21925
    OK..... you are wrong,0,7705
i prefer reading to a lot of things . especially sports .,1,6739
  She is an angel! Much love to her!,0,310
hello how are you ? do you drive ?,0,19781
 You are beginning to sound just like a stuck record Brian. Why don't you go and find something less boring to do instead.,1,7895
why did you go to japan ?,0,23634
   Trump call them very find people so lets talk about groups like Antifa and black life matter people that has form to fight hate groups y’all would like to apply some type of moral equivalency to hate groups and them just like ICE was form to stop illegal immigrants we luv them,1,6094
is she cold hearted or is she just cold,1,9845
nah . not really . travel agencies are a dying business . what do you do ?,0,17210
"being a house wife is fun , but being a mom will be so much better .",1,8123
"i rather get more stamps , i collect",0,23290
"it is a grind really , but i love staying fit , fishing and hiking .",0,18015
 your  app is down / sucks,1,2967
"ah , well you ever hear of the baltimore orioles ? baseball ? well i'm on the team .",1,4823
that's awesome . what kind of music do they play ?,0,17571
i played with thierry henry for arsenal . . . lol,1,486
 And there's more murder gun deaths in states with strictest gun control. So how ignorant does that fact make you,1,10329
"she might . she struggles to chew her food , as do i , but they finally took her in",1,11987
what make and models do you like,1,5669
  That is just awful ! He never was much anyway! A grown man acting like that; a bully ! Best to you and hubby Mark ! MAGA  flag  United States ,1,4359
what kind of music do you enjoy ?,1,563
i will show you all of my piercings .,0,14813
hmmm . you take photos of anything ? i do .,0,25601
  He is desperately trying to deflect. This is what Jordan &amp; Nunes have been wanting. Trump doesn’t care who he endangers. Fck tRump,1,5568
i bet that was a lot of fun .,0,22764
i do play oldies and anything else i can,1,3533
 Nope. Not going to miss his sorry ass at all.,1,3465
what are your favorite things to do ?,0,26304
what kind of music ? i like country myself .,1,12565
i'd hope not do you have one,0,20503
"that is cool , my son who is 18 loves rock music",1,4551
  Libertarians and conservatives working together to achieve authoritarianism...shock.  The name PPC (similar to PRC) sure was a good choice for them.,0,2472
 #MAGA their podcastful is about blockchainful. but it'sful about what it meansful to bewise working mothersful who are trying to makewise...,1,2622
. If his Constituents support him they are as craven as he is. If they don't they need to VOTE HIM OUT! URL,1,9115
canada also has some amazing landscapes . the place i fish is amazing .,0,24791
"that is scary , do you ever notice weird things with the dead bodies ?",0,18624
"i make comics book , amd drawing",1,11537
oh that's fun ! i just finished helping grandma with her jewelry .,1,3051
  She is so cute,0,11476
my brother and i would like to pretend playing as superheroes when we were little .,0,22801
"i make my beer , like own",0,23114
 I can't  loudly crying face  loudly crying face  he is already ,0,11953
that is cool . they play a lot of rap at the bar where i work .,0,23447
hiking is great . lots of fun,0,27091
hi there ! says the tallest woman in the room always . . .,1,2190
"well , that's good . he is mad , cause i accidentally got pregnant .",1,10346
i like sports betting . i place many wagers,1,5041
i understand . hopefully things will smooth over .,0,24883
i bet ! what country are you a pro ? do you compete on television ?,1,12742
 Maybe because you’ve provided a play form for hate groups with no criticism or criticism-lite while bashing antifa with zero analysis,1,6098
no i'm not a woman,1,7704
i like art and i love animals,0,17612
i love to work out and applied at the gym today,0,23470
   Hi! Welcome to Twitter! lol you must have missed the entire week of tweets talking about how Reggie was doomed and we had MAGA running our football operations! Lol,0,8436
  Liberals own education in this country.  The faults of education lies on the federal socialization of our schools and the unions power over school boards.  Look where the worst schools are...,0,676
"well , not to boast , but yes ! do you like cooking ?",1,11765
 Fuck it. Just do it Haha,1,2732
"i play instruments , i am in a band",1,6790
what do you do for a living,0,20559
"yes , i have taken lessons since i was 5 , i have a band .",1,4929
"gardening is lovely . its not for me , though .",0,26775
"yeah , that might not be a good idea , helping around the house is good .",0,16537
me too that's why i arrange her shoes,1,3211
"i wish you taught self defense , i really need to learn that !",1,4198
i am relatively young and still loved that cartoon .,0,15239
i love other football called soccer .,1,8384
yeah . i had to get little people that i can knit and crochet cute outfits for .,1,989
"so cute , you should name her . . . crystal my favorite rock !",1,4109
 Gun control works. It just does.,0,8315
"He pointed out, in blunt and colorful language, that economic suicide in pursuit of the latter goal is insanity. His video went viral.",1,1475
nice ! do you have any pets ?,0,22590
how long have you been playing football ?,1,1646
hi there ! how is your day going so far ?,0,24241
 As usual  doesn’t have a clue. The kids must make this shit up when he takes a crap since they are of the same consistency.,1,3442
                     I follow all these MAGA Patriots  flag  United States  red heart got a few new ones  red heart  flag  United States  URL,0,9630
"Democrats are also using the crisis to push for greater immigration, despite the overwhelming public demand that Americans get hired for any jobs during the crash.",1,1164
"same here , where are you located ?",0,15897
i like funny people,0,21321
"well , i hope she's doing better now . would you mind sharing some of your hobbies ?",1,10573
hello ! how are you today ?,0,25877
i was a cheerleader for many years . i am a soccer mom now .,0,15687
"i have never heard of them , what kind of music is it ?",1,11377
i'm doing good . i'm tired i just finished hockey practice .,1,3369
"As part of Pelosi’s coronavirus plan, House Democrats slipped in multiple measures from their H.R. 1 legislation that would implement nationwide ballot harvesting for federal elections — effectively allowing political operatives to collect and deliver an endless number of absentee ballots from voters.",1,187
"they're tedious and confusing , haha .",0,17823
did you catch him ? will you let him out ?,1,7235
"i used to babysit . i'm jo , aged 19 . how many kids ?",1,7329
he's just mean because he has three cars,1,1076
i went to college and have my degree in healthcare,0,22125
thousands . what kind of music do you listen to ?,1,6868
i am a boring stay at home mom,0,19870
thatbis interesting ! what a small world !,0,17260
i quit my nursing job to make bagels,0,19243
 we bout to start stepping out lol I ain’t doing another winter with no boo bro. Shit cold .... literally,1,6024
 Funny Human Rights He is  Pro Abortion That settles it He lies pacified deceives Playboy,1,989
" ONLY the Left is violent, like they guy who shot GOP Senators, and antifa who trash Berkeley, Portland. And BLM that trashed Ferguson.  NOBODY who actually attacks makes death threat first, duh. They Just Do it"" as Nike who now supports cop-killers put it.""",0,7451
 She is an activist liar who GOP wants to get under oath. She won't go and Kavanaugh gets nominated,1,4611
"that's fun . ever play volleyball ? i get competitive with it , i have to beat the other women .",0,17173
   Another domestic violence crime. Welcome to California.  One of the most violent states with surprisingly high amounts of gun CONTROL laws... too bad tbose people do not have the legal ability to defend themselves.,0,10109
 shit ain’t gone work bruh URL,1,5712
me too . play any sports ?,1,2550
entertain yourself with some got ! what music do you listen to ?,0,25330
"perhaps . want to marry one , to distract her ? we don't have kids . . .",1,6597
i work in a corporate office,0,20070
     Sadly given the hypocritical and unethical behaviour of Liberals/Democrats these days I view any claims or allegations made by them with a huge degree of scepticism.,1,8324
yes some small roles on tv,1,13411
 Can anybody explain how many stages of TDS there are?,0,8026
  Now they’ll have to pay more for their MAGA hats.,0,6444
"gambling ? , my mother she's my best friend and she gambles",1,7403
__SILENCE__,0,22937
biking is fun ! i bike in nyc . are you there too ?,0,24083
  She's tragic because she is an idiot and because she had tremendous internalized misogyny.   I think of the moment we are in the grips of as the Tyranny of the Half-idiot.,1,4712
hello ! how are you doing tonight ?,0,13903
i'm too old so now there is not too many people around,0,17488
i'm happy for you . i read a book once called roxie wins the game !,1,12590
__SILENCE__,0,14560
do you like music ?,1,12179
i was hoping you would say that . . .,0,23198
what all do you like to paint,0,25379
#NAME?,0,203
 He’s a cocky SOB who needs to be brought down to his knees,1,9408
  I believe this is what you are refering to URL,0,8085
  is anything but an independent thinker. She is a loyal party aparachnik through and through.,0,10872
i love rock and go to community college . so do you know how ?,1,2790
 Greenie she acted like a spoiled elitist brat. She got the point taken away as she deserved. If she was good enough to win today it shouldn't have mattered.  She is an icon and one of the most admirable women I've ever seen in sports. She had a bad day. Move on not newsworthy.,1,11418
good ! just hanging out with my parrot,0,18346
i love to play sports,1,4533
 what the actual fuck..ill report them this is so fucked up,1,1026
good question . . . i like surfing diamond head and watching the sunrise .,0,22725
 So after taking with Kavanaugh he is able to diagnose His accuser,0,10949
"hello , just got in from the gym , how are you ?",0,17558
yes i move for the sixth time the last state kayak was big .,1,8922
 Please add me. Thank you   #MAGA,0,3333
"       This women is a vile example of the far left lunacy. She is using the Alinsky, Rules for Radicals Handbook."" No matter what u have to do, (lie,steal,use violence etc. )u must destroy the conservatives. They lack character &amp; have no moral code.""",1,9692
i'm doing good painting and listening to beastie boys . you ?,1,7373
           A fad is a fad,0,11735
  Thanks Chris you are very helpful.,0,1570
that is cool . i am in the marines .,0,14164
yes ! i chickened out once at an audition . i almost fainted from nerves ! !,0,18573
i like to watch funny sitcoms and read thrillers of the political kind,0,26943
  The more Antifa BS average Americans see in the news the more repulsed they are by their antics.,1,1275
well i do feel that he needs to update his hair style lol .,1,1254
wow . never really listened to video game music . is it good ?,1,5245
  Yes she is!!!,0,5344
that's a good idea . i love animals .,0,15469
exciting ! my partner does not like sports so we don't watch much .,1,13225
video games are fun . i am not a big fan though .,0,14621
   . Depends on what you mean by gun control . Because they are? . It's called lobbying. Been around forever . Neither does gun control . Assault rifles are already banned,0,11890
"In fact, the scenario of killing babies after they're born that Trump depicted was ridiculously false.",1,128
i probably have a hard time thinking the work is finished .,0,14457
 Like ANTIFA.,0,7711
cool . i was going to go to grad school there,0,20210
__SILENCE__,0,20868
 Empower the absolutely unemployable.,0,8415
surfing looks scary to me . do you have to be an excellent swimmer ?,0,17563
what kind of music to you play,1,6350
can you feel the beat ? i like rock music since i was a kid .,1,11667
i love pizza . i love playing soccer outside .,0,17332
i am sure you look fine . your opinion of yourself is all that counts .,0,14953
nice . what is your favorite color ? shades of green are the best to me .,0,24701
"yes , same here actually , i have two children as well , i love being a mother .",1,12813
 Are you still blaming the Black Man for everything? Americans remember..  Antifa,0,8613
neither do the beastie boys . what do you do for a living,1,6316
" And, he proved that all the gun Control"" LAWS doesn't stop anyone willing to break the LAW. He could have just as easily shot a colleague or student.  Or, several.  LAX enforcement of existing LAWS and Criminal Minds ignoring laws are the REAL problem.  But, DemocRats know that.""",1,5770
"The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities, as well as community colleges.",0,699
 positive  #Trump is mobilizing #democrats &amp; #liberals like never b/-get involved! #neveragain #Resist #ImpeachTrump #MuellerTime URL URL,0,5436
nice so you are more like a rancher,0,15718
i am cool and i've a dog,0,24131
"i am great ! got a big test tomorrow to study for , though .",0,21347
yikes ! i also work for peta so you may not like me at all .,0,25819
i need to read more . i am more of an outdoorsy kinda guy,1,726
i love baking . what about you ?,1,619
 You are being super cute with your hormone story's and I hope all  of you are well,0,11544
"love it ! we will meet with all my nieces and nephews , 20 altogether !",0,20848
ohh . . cosplay . sure i'm familiar . any characters i'd know ?,0,26349
what is your favorite movie ? well i just became a widow two months ago .,1,9093
 Early Antifa group. Heavily armed but look happy. URL,0,6407
i like to stay in shape,0,21525
 How he is still batting,1,1173
that's great . i bet it would look nice .,0,22434
 fool,1,8094
that's awesome . i'm lead in a grunge band . its like my kids,0,25614
is that your job then ?,0,24964
i never heard of them . i am only 10,0,19022
it is to get energy before you play,1,2038
i play it in my freetime . i'm an aspiring singer so hoping to become famous,1,7233
  That’s your answer “shut the fuck up”. You should join ANTIFA with all the other loudmouth punks.,1,10327
 i had a man tell me their body count was + but refused to be with a woman who had more than . what the FUCK.,1,1156
 Tyler! On Thursday! Go girls! I think Tyler believes he is the mastermind and he needs to take a seat. Angela or Kaycee for the win!,0,1152
  SOROS is at the root of everything and anything anti American. He has his money in Hollywood all the way to Islam and ANTIFA to illegals . URL,0,234
__SILENCE__,0,19722
"that's awesome , i'd say he does too .",1,9880
"i've like 9 guitars , cool you are familiar",1,1164
"oh no she's coming , she going to beat me again help !",1,13336
 I was informed that your process takes up to  business days to transfer credit from an expired Myki card to an active cards - WTF!!!???  zany face   Do you people use computers????? #whatajoke,1,11334
i like to listen to country music on occasion .,1,269
 I'm not an asshole libtard.,1,3455
we are going to make america great again !,0,25505
" Never Trumper uses brain for first time, wakes up to the fight #MAGA community has been waging for two years.""""",0,5276
  That would be Antifa!,0,2953
 Same with gun control. CHL hiders don’t commit gun crimes. Same laws with pit bulls?,0,11715
"i feel that . my father , who teaches middle school , likes vinyls .",0,18551
    is anti-gop. He is part of the “Trump Party” and he is hoping for a pardon for ripping off hard working Americans.,1,7216
"Why the world shouldn’t expect America to go back to ‘normal’ after Trump""  URL #TCOT #MAGA #RedNationRising""",0,6175
__SILENCE__,0,15957
"Here’s an irony: Thanks to Roe, America is a whiter place than it would otherwise have become. If pro-lifers had had their way, on the other hand, America would be considerably blacker and browner than it is today.",1,409
"sorry , lets stick to likes , pizza is my favorite food .",0,27290
 Iya Risi in my area didnt get the money. She is a widow with  and all attempt to get the money proved abortive. Isn't this a scam?,1,12344
i am good i like to sew,0,18949
"lol its naughty so i won't say , but i do like food and music !",0,16351
  with this useless try hard comedian love preaching hate about  They have so much hate in them for a guy they loved before he was president. Maybe infatuated with the guy. She must dream about him.,0,10333
 Didn't sound bitter to me. The main message was  to recall American values and urge people to quit complaining and vote.,0,10237
  That is the same old crap spewed by the liberals (MSM). They are disgusting!,1,12785
. it’s not clear which  and  MPs put party ahead of conscience #LDConfBrexit URL,0,11098
no college but i have discovered i am good at a sport .,1,10807
actually help me process science classes,0,27660
oh no ! i'm sorry mister ! is she going to heaven soon ?,1,4282
"congratulations ! as an athlete , can you eat fried chicken ?",1,3032
 He looks like the ANTIFA President?,0,585
i love taking pictures of those zen moments too !,0,21748
"If the Massachusetts Democrat’s proposal were to become law, it would almost certainly face a court challenge – thanks to the fact that it’s a tax on wealth, as opposed to a tax on income.",0,1292
 Liberals also probably need more- culturally aware trolls!,1,9893
i enjoy the beach so swimming is nice,0,19346
#VictoriaSecrets being political? OMG... give it up. You are killing half your profits when you slur Conservatives.  flag  United States  #KAG URL,0,4289
Coronavirus vaccine and quarantine protesters in America form an unholy COVID-19 alliance.,1,574
oh how come its hard ?,0,21605
"hi there , how are you ?",0,16658
  Brilliant! #MAGA #WalkAway,0,7488
hello can you tell me a little about yourself ?,0,16991
 FUCK,1,9063
They found that many disadvantaged white students reject the notion of their grand privileges and resented the key confessional component of white privilege education.,1,1220
"6 , she always admired my long blonde hair . wish she was back . . .",1,10867
cool ! i crocheted a purple scarf last fan . that's my favorite color .,0,23115
yes i like to read james patterson .,1,461
i am scared that my dad will reject me,0,22849
"ll , i like romance novels .",1,1662
      Her links to Planned Parenthood which is the reason why liberals don't want a conservative judge.,0,1629
music production . a great interest of mine . been in band all 4 years of high school,0,22927
"The outbreak, which began in the Chinese city of Wuhan, has wreaked devastation on the global economy and threatens to plunge hundreds of millions of people into poverty.",0,1134
i work as a nanny,1,11778
  So... what did The Big O accomplish on gun control in his  year disaster??,0,1038
"about fairy tales , sure . will you read some ?",1,3711
i honestly find short and curvy to be attractive .,1,5282
   This is the kind of healthcare provision religious conservatives have given America. #SaveOurNHS URL,0,13082
Members of the German Green Party have proposed that so-called “climate refugees” should be allowed to move to the country and receive a German passport upon their arrival.,0,44
   How many car windows did you smash today while wearing a pussy hat? You anti-American antifa fucktards are a pathetic waste of life. We will slap you down at the ballot box once again. URL,1,1692
   upside-down face  frowning face  lying face  Absolutely! Liberals are upside down!,0,9573
i am only 21 . do you like cheerleaders ?,1,1030
hi how are you doing,0,22848
i'm good thanks . just finished playing my trumpet,0,26784
that was very nice that she did that .,1,2054
my mom ! she has taken so good care of me,1,3813
what is the best animal,0,15742
its alright never mind . so what do you do for fun ? just baseball ?,1,6239
 She is allergic to chocolate  frowning face ,0,7243
 Don’t  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy ,0,2459
"yes , i've two and yourself",0,25669
oh jeez . my sister is my twin,1,11367
no i quit drinking alcohol now i listen to isaiah rashad to relax,1,3609
well cora is like my son i had him since i was married,1,6928
that would be my mother . she has done so much for me .,1,10650
 He was almost shot and that makes him an expert.,0,5113
my mom is a pretty well known celebrity so i traveled with her .,1,12492
 they’re abso shite quality tho,1,7274
"good to hear , i'm thinking of dying my blonde hair , any suggestions ?",1,13417
i love music of all types,1,7326
  Why didn't Zac Goldsmith of the faux Conservative Party use this?  Why didn't faux Conservative Party use Khan's defence of / organiser?  Why are the Conservatives so f*cking useless? If you ask me it's deliberate as they share Labour's agenda or are they just that useless?,1,13103
my friends n me make petty bets when we watch it ladies not so much,0,24751
 Ohh shit  frowning face with open mouth ,1,7175
 I’m thankful that people who virulently demand gun control frequently don’t have guns. Mercifully it’s  natural selection in a way. They generally show violent tendencies verbally. Licensed gun owners are usually a very civil and polite group b/c they understand the alternative.,0,7574
what are you studying ? or are you undecided ?,0,16185
"its okay , she just tells me everyday because i'm a really great guitar player .",1,7848
" Damn...that's almost as old as I am!  Then again, he is from Utah, and he does what career politicians do...appeal to his base""!""",0,5763
sounds nice . do you have a grill out there ? i really love eating meat .,0,24490
"Democrats and other critics blasted Trump's plan to reduce the scope of the task force Tuesday, given the threat that death tolls would rise as states reopen businesses and other parts of their economies.",1,1525
i'd love to help you out with that one . you work fulltime ?,0,16902
"hello , i'm carl , quarter back for my schools team . you ?",1,13757
i wish i had some money . i don't have a job,0,16011
"its good , how are you ?",0,22492
  Students who do not vote are literally giving their votes to those who do not respect their race gender gun free schools gun control their over charged student loans clean water for drinking bathing Climate denying polluters All students must vote no complain after its too late,0,2855
"The University of Southern California (USC) has fired two employees who allegedly accepted enormous bribes in exchange for facilitating the acceptance of dozens of students, the school has said in an official statement.",0,81
"i wish , its tooroo expensive ll 103 ! ! that's beautiful ! ! ! ll",0,17618
  He is such a con apparently finds are running low smirking face ,1,7057
ahahah very nice ! i like the blue background . the bibs are cute too .,1,2587
 Girl bitches aggravate me!,1,11959
    I get it the socialist isn't at fault for dressing above her constituents?  But she wanted to look as wealthy as she is?  She grew up rich...,0,6154
__SILENCE__,0,19241
wow you are serious about make up,1,4363
  homer losing his boner over this is very petty there was a resemblance but again even if she is if they aren't shoving it in our face then its okay,1,3295
he would only lay on the porch at night,1,12816
 You're right. They seemed pretty tuned into your conspiracy with Russia. #MAGA #TrumpLies,0,6773
      Pedophilia is the worst of all evil,0,3291
that is awesome ! what movies did he direct ?,1,1322
"hello , i am well what do you like doing for fun ?",0,18464
     LOL at peaceful protest. Should i give you the full list?  Over  incidents Antifa attacked Trump supporters and none of Trump supporters attack Hillary supporters.,0,4011
want to be my friend ?,0,27255
i would venture to guess you might be right . they have to much hair to dry . .,1,4659
yeah they are . although its interesting seeing how good the college kids can get,0,15479
good just got done reading one of my favorite books anne of green gables,1,1120
"no , not really . i see her around sometimes . but she's not real friendly .",1,1939
 He is a big nerd it seems..,1,2617
"oh , that's amazing ! i miss all the fresh vegetables .",0,17219
"i wish i could have purple hair , but my daycare job would not like it .",1,868
well she thinks my dream job is silly,1,1935
i am steve i've big muscles,1,12939
   That is because she is a good Christian and her husbands attackers are misguided.,0,4012
  tell me again ?? URL,0,12338
hello . i'm omar . how are you ?,0,20388
                                 You mean like antifa? Using the exact same tactics the brown shirts used to bring Hitler to power?,0,8131
 He is compromising an active investigation. Sounds like obstruction of justice to me!,0,7673
"he's six , and he loved it ! i dressed my yorkie as a lion 3",0,23900
my name is nancy i ran track in grade school,1,11638
   Really? It’s been the Dems that have been behind all violence from mass murderers to confrontations to antifa. Wake up,0,6875
absolutely . luckily there are many vineyards in many states,0,25831
ed sheeran played right ? i love him .,1,8162
god is my helped with my child birth,0,23486
for real ! silly tilly is her name,1,12312
do you want to listen to music with me,0,24849
"i grow orchids and hibiscus . wish i had a truck , too !",0,19562
just like to beat on the drums to ease my mind,1,4114
 Before long football players will receive about half of what they make now. Let them keep protesting. The players aren’t going to win this.,0,7556
"i play the piano myself , was taught by private tutor",0,25071
do they need to relax ? what grade ? what kind of private .,0,19634
 Hey Doug. We had a large amount of contacts recently. We apologize for any inconvenience this may cause you. Are you referring to your tweet about the blue screen crash on ?,0,2798
 I thought this was SNL. The last guy is wearing a fucking beanie with the mindmill on itS,1,2023
that's cool what about football,1,8380
i wish i was an artist but i don't think i am very good .,0,23673
that is awesome i love body art,0,24974
you'd love my identical twin brothers . i love to create art by painting them,0,19201
   You are take stupid to a whole new supersized level,1,10202
 You are phinnaly there!,0,1262
"they might be , but i prefer red over green",0,19337
  Question  Hows that gun control laws up the ass they have working out for them?,1,13095
"yes , one daughter and you ?",1,5145
really ? i love to go dancing . it is what i do on my weekends .,0,20926
"Over the past few decades, RFK Jr.’s famous name has helped him get in the door to talk to important people, and it probably isn’t long before the person who is all jacked up to meet a Kennedy realizes the guy is totally cray-cray.",1,473
both actually . i'm saving up money to go back to school .,0,22307
yes ! omg ! you are my bass guitar twin . you play anything else ?,1,4228
"she died too we grew up together upstate , she died from too much excercise aswell",1,13025
__SILENCE__,0,23874
  Good,0,6201
hi my name is sally and i am a woman . i like the color purple .,1,1749
yes for sure i don't want to miss it,0,14511
awesome . sometimes when i am at work on the railroad i listen to them through my ipod,0,27641
Manhattan Liberals Bus North to Campaign for Dem Congressional Candidate via  URL #college #MAGA #DonaldTrump,0,2217
"yes they're and i can make both , baking deserts are fun",0,25262
hi i'm tracy how are you,1,1066
how about a hockey game ?,1,13054
oh ! you know what philosophy is ?,0,18060
"Hungarian Prime Minister Viktor Orban, a staunch anti-immigrant populist, said on Wednesday a new wave of migrants trying to cross the border from Turkey into the European Union must be stopped as far south as possible and his government was ready to help frontline Greece.",1,129
. Close ties w/nra &amp; funding more imp than people's lives &amp; sensible gun control; . Attempting to defend Planned Parenthood whilst at same time rolling back intelligent sex education &amp; replacing with abstinence only teachings which is just fucking stupid;,1,4720
"(Part )  Hey, Potato.""  //Yeah?  ""How is our inkling girl sidekick so OP?""  //...Good question.  ""She really is strange, isn't she?""  //Yeah; but she IS our sidekick.""",0,7910
  The Fall of the Church of Rome?,0,10473
jessie,1,11124
i like under the bridge . not easy to play on my heavy string guitar,1,6370
gaming and jamming on my guitar . i cook to but am an amateur,1,10632
i play with my parrot that i love . his name is todd .,0,15361
really ? damn i am a fan of rock myself . who your favorite band ?,1,11017
     Did you forget about the  years of war previous? Or perhaps the economic crash of  and all of it's consequences? Maybe you need to be reminded of all the stonewalling by Congress on any attempts of gun control by the Obama administration?,0,8896
      So you are content to let the government control your life?,0,6764
 We love you Kayla and we're glad you're okay,0,2471
  Yes he is.,0,2690
__SILENCE__,0,17346
